Name,Address,State,City,PinCode,Phone,Email,,,,,,,,,,,,,,
Aarogyam Superspeciality Hospital & Research Centre,"Opp. Toyota Show Room, Near D Mart, Durg Bypass Road, Nh-53, Kadambari Nagar, Bhilai - Durg (C.G.)",Chhattisgarh,Durg,491001,7882990458,tpa@ashaarogyam.com,,,,,,,,,,,,,,
Aarogyavaram Critial Care Hospital,15 A/9B/1 Tb Sapru Marg Civil Prayagraj,Uttar Pradesh,Prayagraj,211001,8595074508,HEPLDESK@ACCHOSPITAL.COM,,,,,,,,,,,,,,
Aarshi Hospital,"Dhamdod Utaragam Road Beside Laxmi Gopal Complex Bardoli , Bardoli, Gujarat-394601",Gujarat,Bardoli,394601,02622-299439,AARSHIHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Aartham Hospital Llp,NEAR PANJRAPOLE CHAR RASTA,Gujarat,Ahmedabad,380015,7383307594,cashless@aarthamhospital.com,,,,,,,,,,,,,,
Aarthi Hospital,No 60 Santhaipettai Street,Tamil Nadu,Tuticorin,628502,4632221346,AARTHIHOSPITAL2011@YAHOO.COM,,,,,,,,,,,,,,
Aarthy Eye Hospital,"#16, Segunthapuram Main Road, Karur",Tamil Nadu,Karur,639002,5658543181,RAMESHPALANIAPPAN@YAHOO.COM,,,,,,,,,,,,,,
Aarti Eye Hospital,"57-E, Tagore Nagar",Punjab,Ludhiana,141001,8427007800,drnikhilbansal@yahoo.co.in,,,,,,,,,,,,,,
Aarush Ivf And Endoscopy Centre,"Prathmesh Harmny,",Maharashtra,Mumbai,400064,28060051 / 52 / 53,AARUSHIVF@GMAIL.COM,,,,,,,,,,,,,,
Aarvy Healthcare Pvt Ltd,"SECTOR --90 , GURGAON, HARYANA",Haryana,GURUGRAM,122505,6262800800,TPA@AARVYHEALTHCARE.COM,,,,,,,,,,,,,,
Aarvy Hospital Gurgaon,"530/18, CIVIL LINES, OPP. NEHRU STATDIUM",Haryana,Gurgaon,122001,4222270,ritu.aroras23@gmail.com,,,,,,,,,,,,,,
Aarya Health Care,2th floor pallithamam  building,Kerala,Thrissur,680020,9567299618,INSURANCE@AARYAEYECARE.IN,,,,,,,,,,,,,,
Aaryan Institute Of Medical Science,"Opp : Swaminarayan Temple , Mandvi",Gujarat,Kutch,370465,02834 - 222526,drkhshah@hotmail.com,,,,,,,,,,,,,,
Aasha Childrens Hospital,"I-3-144, Rajendra Nagar, Mahabubnagar",Andhra Pradesh,Mahaboob Nagar,509001,8542255133,AASHAHOSPITAL2019@GMAIL.COM,,,,,,,,,,,,,,
Aasha Multi Speciality Hospital,"1st. Floor rajlaxmi commercial complex, thane bhiwandi RD, Kalher",Maharashtra,Thane,421302,9321606061,aashahospital14@gmail.com,,,,,,,,,,,,,,
Aashapura Clinic & Dialysis Centre,"Shop No.264 To 265 ""D"" Wing, 2Nd Floor, City Centre, Naroda, Ahmedabad, Gujarat-382345",Gujarat,Ahmedabad,382345,7874275745,AASHAPURAHOSPITAL.CASHLESS@GMAIL.COM,,,,,,,,,,,,,,
Aashima Hospital,Behind D.N. Plaza,Madhya Pradesh,Gwalior,474001,9407826004,HOSPITALAASHIMA@GMAIL.COM,,,,,,,,,,,,,,
Aashirwad Advanced Heart Lung And Critical Care Centre,"356, CHAR CHAMAN, OPP SANATAN DHARAM MANDIR, KUNJAPURA, KARNAL",Haryana,Karnal,132001,9996222322,aashirwadtpa22@gmail.com,,,,,,,,,,,,,,
Aashirwad Critical Care Unit And Multispeciality Hospital,"Navinjyot , RRT Road, Mulund West Mumbai 80",Maharashtra,Thane,400080,25606500,accunit@gmail.com,,,,,,,,,,,,,,
Aashirwad Eye Hospital,"2Nd Floor, Opal Square, Water Tank Road, Karelibaug, Vadodara, Gujarat-390018",Gujarat,Vadodara,390018,9429229979,AASHIRWADEYE@GMAIL.COM,,,,,,,,,,,,,,
Aashirwad Hospital,"H.No.5-6-303, Saraswathi Nagar, Road No.2, Nizamabad, Nisamabad District - 503001",Telangana,Nizamabad,503001,252322 & 220322,AARHIRWADHOSPITAL.NIZAMABAD@GMAIL.COM,,,,,,,,,,,,,,
Aashirwad Hospital,"Om Shardha Towers, 2nd Floor, Above Thane Janata S, Kalyan (E) Thane, Kalyan (W)",Maharashtra,Mumbai,421306,0251 - 2358075,AASHIRWADKALYAN@GMAIL.COM,,,,,,,,,,,,,,
Aashirwad Hospital,"Rama Mandi , Near Nangel Shama Chowk , Jalandher Cantt",Punjab,Jalandhar,144005,0181 - 2411458,aashirvadjrc@gmail.com,,,,,,,,,,,,,,
Aashirwad Hospital Maternity Surgical,"Dlh Orchid, Ground Floor, Apna Ghar, Satyam Shivam Sundaram Cross Road No. 2, Lokhandwala Complex,",Maharashtra,Mumbai,400053,26366111,KISHORENICHANI@GMAIL.COM,,,,,,,,,,,,,,
Aashirwad Nursing Home Heart And Diabetes Center,"A-29/3.Lions Enclave, Marble Block, Opp. Dda Park, Vikas Nagar, Uttam Nagar",Delhi,New Delhi,110059,9212146621,AASHIRWADNURSINGHOME@GMAIL.COM,,,,,,,,,,,,,,
Aashiwad Hospital,"101, Dev Murti Colony, Near Devi Mandir, Sukhdev Nagar, Panipat",Haryana,Panipat,132103,9306583932,AASHIRWADHOSPITAL.HR@GMAIL.COM,,,,,,,,,,,,,,
Aashiyana Medical Centre,"CP-8, SECTOR D1 (COMMERCIAL), PARAG ROAD, NEAR STATE BANK, LDA COLONY KANPUR ROAD, LUCKNOW.",Uttar Pradesh,Lucknow,226012,2431125,AASHIYANAMEDICALCENTRE@GMAIL.COM,,,,,,,,,,,,,,
Aashka Multispeciality Hospital,"NEAR NID & DHIRUBHAI AMBANI IICT CAMPUS,MAHATMA MANDIR TO GIFT CITY ROAD",Gujarat,Gandhi Nagar,382421,7575007703,tpa@aashkahospitals.in,,,,,,,,,,,,,,
Aashlok Hospital,"25, BLOCK B , COMMUNITY CENTRE, SAFDARJUNG ENCLAVE , NEW DELHI 110029",Delhi,New Delhi,110029,4616590012,TPA@AASHLOKHOSPITAL.COM,,,,,,,,,,,,,,
Aashray Urology Institute,"# 80/A, Sampatrao Colony, Off R C Dutt Road",Gujarat,Vadodara,390007,9662736674,ashit@aashrayuro.com,,,,,,,,,,,,,,
Aashraya Multi Speciality Hospital,"1-653/3, Opp Kannan Marriage Hall,Behind Vinayaka Temple",Andhra Pradesh,Chittoor,517001,9581117444,AASRAYAHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Aashutosh Orthopedic Hospital,"Opp. Ahir Boarding, Near Pwd Quarters, Amber Talkies Road, Jamnagar.",Gujarat,jamnagar,361008,7016811645,DRMILINDMP@GMAIL.COM,,,,,,,,,,,,,,
"Aastha Centre For Geriatric Medicine Hospital, Palliative Care Hospital & Hospice",Aastha B 52 J Park Mahanagar Lucknow 226006 Uttar Pradesh India,Uttar Pradesh,Lucknow,226006,7275222222,HOSPICEINDIA@GMAIL.COM,,,,,,,,,,,,,,
Aastha Critical Care And Avatar Meher Baba Hospital,"Plot No. 86, Opp Balaji Sabhagruha Suyog Nagar",Maharashtra,Nagpur,440015,9890330109,drpiyushshinde@gmail.com,,,,,,,,,,,,,,
Aastha Eye Care,"A-205, ORCHID CENTRE, OPP. SAFAL PARISAR 1 , SOUTH BOPAL, AHMEDABAD,  PINCODE-380058",Gujarat,Ahmedabad,380058,02717-298099,,,,,,,,,,,,,,,
Aastha Eye Centre,"5r/5 N.I.T Faridabad, Behind Neelam Petrol Pump",Haryana,Faridabad,121001,9811605066,aasthaeyecentrefaridabad@gmail.com,,,,,,,,,,,,,,
Aastha Health Care,"Mulund Colony, Opp Lbs Road, Opp Chheda Petrol Pump, Mulund (W)",Maharashtra,Mumbai,400082,022 - 25628262 / 63 / 64 / 65,ADMIN@AASTHAHEALTHCARE.COM,,,,,,,,,,,,,,
AASTHA HOSPITAL ,Vpo Palra Near Palra Bus Stand Sonepat Haryana,Haryana,Sonipat,131024,7982418131,AASTHAHOSPITALTPA@YAHOO.COM,,,,,,,,,,,,,,
Aastha Hospital,"81-S, Model Town Hisar",Haryana,Hisar,125001,8059991345,AASTHAHOSPITALHISAR@GMAIL.COM,,,,,,,,,,,,,,
Aastha Hospital,"250/3351, Ground Floor -2",Maharashtra,Mumbai,400083,25742211,AASTHAHOSPITALVIKHROLI@GMAIL.COM,,,,,,,,,,,,,,
Aastha Hospital,"Aastha Hospital Lane, Bhaba Nagar Square, Berhampur Ganjam Odisha",Odisha,Brahmapur,760004,2282444,info.aasthahospitals@gmail.com,,,,,,,,,,,,,,
Aastha Hospital ,"Rais Arcade, 1st Floor, ",Maharashtra,Mumbai,401403,9373963408,AASTHAHOSPITALMANORTPA@GMAIL.COM,,,,,,,,,,,,,,
Aastha Hospital,"Scf-2 Ashoka Enclave Main Sec-35. Faridabad, Faridabad",Haryana,Faridabad,121003,4126207,AASTHAHOSPITAL.CASHLESS@GMAIL.COM,,,,,,,,,,,,,,
Aastha Hospital,"65, Balasinor Society, S V Road, Opp. Fire Birgade, Kandivali West, Mumbai, Maharashtra-400067",Maharashtra,Mumbai,400067,9662736515,AASTHAHOSPITAL07@GMAIL.COM,,,,,,,,,,,,,,
Aastha Hospital & Diagnostic Centre,"10,21 & 22,Third Floor,Uma Plaza,Opp.Sai Darshan Residency,Dindoli Kharwasa Main Road, Dindoli,Surat",Gujarat,Surat,394210,6355099200/6355080151,aasthahospitalcaretpa@gmail.com,,,,,,,,,,,,,,
Aastha Hospital (A Unit Of Aastha Health Care & Research Centre Private Limited),PO-Susputragar,West Bengal,Siliguri,734012,,AASTHAHOSPITAL.MEDICLAIM@GMAIL.COM,,,,,,,,,,,,,,
Aastha Hospital And I.C.U.,"c-4/8/2,Central Excise Road,Near Horizone Hotel,",Gujarat,Ankleshwar,393002,9909966214,aasthahospital.icu@gmail.com,,,,,,,,,,,,,,
Aastha Hospital New Delhi,"L-2/50, New Mahavir Nagar, Opp.Kagra Niketan",Delhi,New Delhi,110018,011-25993047,drsanjayjain2003@yahoo.com,,,,,,,,,,,,,,
Aastha Kidney Hospital,"B-20 11971/1 Krishna Nagaer ,Civil lines",Punjab,Ludhiana,141001,0161 - 5072042,AASTHA_KIDNEY_HOSPITAL@YAHOO.COM,,,,,,,,,,,,,,
Aastha Lifecare Hospital And Medical Center,"Ground Floor, Sai Sheetal Chs, Plot No 23, Daulat Nagar, Sv Road, Borivali ( E )",Maharashtra,Mumbai,400066,9224659875,TPA.ASTHALIFECAREHOSPITALMRC@GMAIL.COM,,,,,,,,,,,,,,
Aastha Maternity And Nursing Home,"1St Floor, Bhoomi Residency, Triveni Nagar",Maharashtra,Mumbai,400097,9321439797,AASTHA400097@GMAIL.COM,,,,,,,,,,,,,,
Aastha Womens Hospital,"O Wing, Madhuban Mall Complex, Near Chitrakut Society, Anjar - 370110",Gujarat,Anjar,370110,7600030796,AASTHAOWOMENSHOSPITAL01@GMAIL.COM,,,,,,,,,,,,,,
Aathi Eye Hospital,"No:137, East Veli Street,  Opp To Panthadi 5Th Street,  Madurai-625001.",Tamil Nadu,Madurai,625001,"0452-4230233, 9944361333, 9944829333",AATHIEYEHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Aaxis Hospital,"NO. 786, NO. 29-1 AND 30 BELLATHUR VILLAGE",Karnataka,Bengaluru,560067,7090000384,aaxishospitals@gmail.com,,,,,,,,,,,,,,
Aayog Surgical Hospital,"611, SWANIK ARCADE, PRAGATINAGAR TO K K NAGAR ROAD, NR, VARDAN TOWER, NARANPURA",Gujarat,Ahmedabad,380013,9662176179,aayogsurgical100218@gmail.com,,,,,,,,,,,,,,
Aayu Hospital,"Plot No-140, Near Vishal Mega Mart, Khandsa Road, Sector - 10 A, Gurgaon Haryana - 122001",Haryana,GURUGRAM,122001,8766300431,DHEEREND11@GMAIL.COM,,,,,,,,,,,,,,
Aayug Multi Specialty Hospital,"# 477 1st Main, B Block Aecs Layout, Kundanahalli",Karnataka,Bengaluru,560037,9243419712,INFO@AAYUG.IN,,,,,,,,,,,,,,
Aayurdhaa Hospitals,"No: 9 Narikulamedu Street , Pandianallur Road , Sholinghur , Ranipet District",Tamil Nadu,SHOLINGHUR,631102,8825686001,AAYURDHAAHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Aayush Eye Clinic,"201, Coral Classic, 20th Road",Maharashtra,Mumbai,400071,9987058307,AAYUSHEYE@YAHOO.COM,,,,,,,,,,,,,,
AAYUSH GROUP OF HOSPITALS PRIVATE LIMITED,"Savsar Plot-2, Nr. Old Bus Stand, Ayodhyapuri Main Road, Morbi",Gujarat,Morbi,363641,7573800438,TPAAAYUSHHOSPITALS@GMAIL.COM,,,,,,,,,,,,,,
Aayush Hospital,"Building No E 2, 2nd & 3rd Floor, Radha Nagar Shopping Centre, Khadakpada-Kalyan West, Thane -",Maharashtra,Thane,421301,7303030365,cashless.aayushhospital@gmail.com,,,,,,,,,,,,,,
Aayush Hospital,"101A/102, Aayush Hospital, 90 Ft Road, Kumbhar Wada, Dharavi, Sion (W) 400017",Maharashtra,Mumbai,400017,24040057,AAYUSH.HOSPITAL8813@GMAIL.COM,,,,,,,,,,,,,,
Aayush Hospital,"Plot No 112, Sector 30",Maharashtra,Raigad,410210,088-79667392,AAYUSHHOSPITALKHARGHAR@GMAIL.COM,,,,,,,,,,,,,,
Aayush Hospital,"3Rd Floor Surya Arcade , Opp Nimani Bus Stop , Panchvati , Nashik 422003",Maharashtra,Nashik,422003,7058403110,TPA.AAYUSH@GMAIL.COM,,,,,,,,,,,,,,
Aayush Mulispeciality Hospital & Advanced Laparoscopic Centre,"1 ST FLOOR, MARIGOLD APT, OPT-NITIN COMPANY",Maharashtra,Thane,400602,8691033000,aayush.hospital.thane@gmail.com,,,,,,,,,,,,,,
Aayush Nri Lepl Health Care Pvt Ltd,48-13-3 & 3a Opp.Siddharth Medical College Ring Road,Andhra Pradesh,Vijayawada,520008,9603959595,NRILHEALTHCARE@GMAIL.COM,,,,,,,,,,,,,,
"Aayush Nri Lepl Healthcare Pvt Ltd.,","24A-13-10, Ashok Nagar, Eluru, Eluru , Ashok Nagar (West Godavari)
, Eluru, Andhra Pradesh",Andhra Pradesh,West Godavari,534002,8466996176,AAYUSHCREDITELURU@GMAIL.COM,,,,,,,,,,,,,,
Aayushman Hospital,"D.No: 14-38-1, Opp: American Hospital",Andhra Pradesh,Visakhapatnam,530002,9246636088,aayushmanhospital2018@gmail.com,,,,,,,,,,,,,,
Ab Superspeciality Eye Hospital,"Atm Chowk, Avanti Vihar, Raipur, Chhattisgarh-492007",Chhattisgarh,Raipur,492007,3562363,ABSSEHRAIPUR@GMAIL.COM,,,,,,,,,,,,,,
Abane Hospital,"Parmar Complex, Ground Floor, Behind Lokseva Hanuman Mandir, Gadital , Hadpsar",Maharashtra,Pune,411028,20-26993128,sachinabane@yahoo.com,,,,,,,,,,,,,,
Abc Hospital,NO 27 PATTUNOOLKARA STREET,Tamil Nadu,Ariyalur,621704,223666,ABCHOSPITALALR@GMAIL.COM,,,,,,,,,,,,,,
Abc Orthopaedic Hospital,"Deira Plaza,Calicut Road,Manjeri-676121",Kerala,Manjeri,676121,2805000,ACCOUNTS@ABCORTHOPEDICS.COM,,,,,,,,,,,,,,
Abg Hospital,"Aligarh - Agra National Highway Sasni, Mahmud Barsai, Uttar Pradesh 204216",Uttar Pradesh,Hathras,204216,9756345634,ABGHOSPITALHTS@GMAIL.COM,,,,,,,,,,,,,,
Abhay Institute Of Medical Sciences,"Hariu, Gaya Dobhi Road, Opp To Gaya International Airport",Bihar,Gaya,823001,7070095644,aimsgayabihar@gmail.com,,,,,,,,,,,,,,
Abhay Medical Hospital,Opp Dudhsagar dairy,Gujarat,Mehsana,384002,9909534554,ketancrazy001@yahoo.com,,,,,,,,,,,,,,
Abhaya Bbc Childrens Hospital,"2-1-569, Vidyanagar",Telangana,Hyderabad,500044,040 - 27653266,abhayabbc@gmail.com,,,,,,,,,,,,,,
Abhaya Hospital,"17 Dr. M.H. Mari Gowda Road(Hosur Road), Opp. Park Area Wilson Garden Bangalore - 560027",Karnataka,Bengaluru,560027,8026563865,ABHAYAHOSPITAL@LIVE.IN,,,,,,,,,,,,,,
Abhaya Hospital,"Jainpete, Belthangady, Dakshina Kannada - 574214",Karnataka,Belthangadi,574214,9483387554,ABHAYAKANTHAJE@GMAIL.COM,,,,,,,,,,,,,,
Abhaya Kidney And Multi Speciality Hospital,"4-196,Janmabhoomi Nagar",Telangana,Mancherial,504208,8736251177,ABHAYAHOSPITALMNCL@GMAIL.COM,,,,,,,,,,,,,,
Abhaya Multi Speciality Trust Hospital,Opposite sunny bakery near ambedkar statue boduppal,Telangana,Medchal-Malkajgiri,500092,29343434,ABHAYATRUSTHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Abhaya Multispeciality Hospital,"5-8-20/4,5,6,7 Bottuguda,Src Mansion , Temple Tower ",Telangana,Nalgonda,508001,73373310801000,IT@ABHAYAHOSPITALS.COM,,,,,,,,,,,,,,
Abhaya Multispeciality Hospital,"D.NO: 33-18-02, CHALASANI VENKATA KRISHNAIAH STREET",Andhra Pradesh,Vijayawada,520002,3553561,ABHAYAHOSPITALS.CREDIT@GMAIL.COM,,,,,,,,,,,,,,
Abhaya Multispecialty & Trauma Criticalcare Hospital,"H.No. 3-1-673, Vavilalapally, Near District Court Complex, Karimnagar, Telangana.",Telangana,Karimnagar,505001,9963089789,ABHAYAHOSPITALKNR@GMAIL.COM,,,,,,,,,,,,,,
Abhayahasta Multispeciality Hospital,"#347/247 2ND CROSS, KAGADASAPURA MAIN ROAD,CV RAMAN NAGAR",Karnataka,Bengaluru,560093,9844967730,INSURANCE@ABHAYAHASTAHOSPITALS.COM,,,,,,,,,,,,,,
Abhayankar Orthopaedic Hospital,"1st floor, Simran Elegance, Tandon road",Maharashtra,Thane,421201,2863836,abhyankarorthopaedichospital@gmail.com,,,,,,,,,,,,,,
Abhayvasishthahospital,"139-56/1A2,Madanayakanahalli, Madavara Post,Tumakur Road, Bangalore North,",Karnataka,Bengaluru,562162,9620046416,ABHAYVASISHTHA.BNG@GMAIL.COM,,,,,,,,,,,,,,
Abhi Eye Hospital,"58/197,JOTHI MILL STREET",Tamil Nadu,Salem,636102,9003997628,ABHIEYEHOSPITAL2002@GMAIL.COM,,,,,,,,,,,,,,
Abhi Sk Hospital Private Limited,"153, Sathy Main Road, Nllagoundanpalayam",Tamil Nadu,Gobichettipalayam,638453,4285240130,insurance@abhiskhospital.com,,,,,,,,,,,,,,
Abhilash Nerthra Vydyasala,"# 3/1350, GANDHI ROAD, YSR DISTRICT, KADAPAH",Andhra Pradesh,PRODDATUR,516361,9014020271,dr.s.gurumurthy@gmail.com,,,,,,,,,,,,,,
"Abhilasha Eye Hospital, Roorkee","Railway road, roorkee, haridwar distt.",Uttarakhand,Roorkee,247667,272586,ABHILASHAEYEHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Abhilasha Hospital,"# 201/ 35 Sector, Chandigargh",Chhattisgarh,Chhattisgarh,160036,0172 - 2606557 / 2623701,RENUTAYAL@GMAIL.COM,,,,,,,,,,,,,,
Abhilasha Nursing Home,"Railway Road, Gang Nahar",Uttarakhand,Roorkee,247667,7300862990,ABHILASHANURSINGHOMEROORKEE@GMAIL.COM,,,,,,,,,,,,,,
Abhiman Kidney Centre,"10e, D3 D3 Road, Balarengapuram, Opposite To Nadana Theatre, Madurai-625 009.",Tamil Nadu,Madurai,625009,9842133654,AKCMDU9@GMAIL.COM,,,,,,,,,,,,,,
Abhinav Balaji Superspeciality Hospital Private Limited,"33F, Radhey Shyam Park, Sec 5 Rajender Nagar Sahibabad, Ghaziabad, Uttar Pradesh",Uttar Pradesh,Ghaziabad,201005,7599002000,tpa.balajisshospital@gmail.com,,,,,,,,,,,,,,
Abhinav Drishti Eye Hospital,"B-719, Sec C , Mahanagar",Uttar Pradesh,Lucknow,226006,9450655477,abhinavdrishti@gmail.com,,,,,,,,,,,,,,
Abhinav Eye Care Centres,"PLOT NO: 10-102-61/594, OM VIHAR COLONY, MEDIPALLY, BEHIND APEX HOSPITAL, HYDERABAD-500089",Telangana,Hyderabad,500089,27203580,aeccinsurance@gmail.com,,,,,,,,,,,,,,
Abhinav Maternity And General Hospital ,"chowre arcade,Near Civic Centre",Maharashtra,Mumbai,401203,2405254/2405253,CASHLESSABHINAV@GMAIL.COM,,,,,,,,,,,,,,
Abhinav Multispeciality Hospital,"New Nakasha,Kamal Chowk,",Maharashtra,Nagpur,440017,2641715,DRSUDHIRBHATNAGAR@GMAIL.COM,,,,,,,,,,,,,,
Abhiram Institute Of Medical Sciences,"Opp To Apsrtc Depo, Atmakur, Spsr Nellore (Dt)-524322",Andhra Pradesh,Nellore,524322,223399,ANIL.MAHI06@GMAIL.COM,,,,,,,,,,,,,,
Abhishek Hospital,C-12 New Azad Nagar Kalyanpur Kanpur,Uttar Pradesh,KANPUR NAGAR,208017,8787085146,ABHISHEKHOSPITA1@GMAIL.COM,,,,,,,,,,,,,,
Abhishek Hospital,"3-B-III, Moti Doongri Road, Near Dharam Singh Circle",Rajasthan,Jaipur,302004,2625110,cosmeticakhilesh@gmail.com,,,,,,,,,,,,,,
Abhishek Hospital,"SHANTI PARK SOCIETY, NEAR GORWA LAKE, GORWA, VADODARA,",Gujarat,Vadodara,390016,9824051009,abhishekhospital@yahoo.com,,,,,,,,,,,,,,
Abhishek Memorial Hospital,"BARODA ROAD, GOHANA HARYANA -131301",Haryana,Gohana,131301,7644838383,ABHISHEKMEMORIALHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Abhishek Nethradham,"# Hig 2024, 3rd Cross B Sector Icici Bank Road Near Sbi Yelahanka New Town",Karnataka,Bengaluru,560064,9662736651,ABHISHEKNETHRADHAMA@YAHOO.IN,,,,,,,,,,,,,,
Abhishek Nursing Home,"Jagruti Co-Op. Soc., Near Maratha Mandir Bank, Bhatwadi, Ghatkopar (W), Mumbai - 400084",Maharashtra,Mumbai,400084,022 - 25106518 / 25106577,avinash62@yahoo.com,,,,,,,,,,,,,,
Abhiyog Spine And Joint Replacement Centre And Maternity Home ,"481,NEHRU NAGAR ,TIRANGA SQUARE,SAKKARDARA POLICE STATION ROAD -NAGPUR",Maharashtra,Nagpur,440024,2740988,CONTACTABHIYOG@GMAIL.COM,,,,,,,,,,,,,,
Abhyuday Maternity,Prerna Building no.1,Maharashtra,Thane,401303,9662736713,CASHLESSABHYUDAYMATERNITYHOME@GMAIL.COM,,,,,,,,,,,,,,
Abinand Hospital,"237-F, Pollachi Main Road",Tamil Nadu,Coimbatore,641024,9443295098,ABINAND.HOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Abiraami Hospital,"No.12, Alagappa Nagar, Cuddalore",Tamil Nadu,Cuddalore,607001,4142222119,drspandianortho@yahoo.com,,,,,,,,,,,,,,
Abirami Kidney Care Dr Thngavelu Hospital,"581 / 582, BROUGH ROAD",Tamil Nadu,Erode,638011,9500794485,ABIRAMIKIDNEYCARE@GMAIL.COM,,,,,,,,,,,,,,
Abishek Hospital,"No-40,Gandhi Road,Kalvikottai Illam Staurtpet,Arakkonam-631001",Tamil Nadu,Arakkonam,631001,7010034404,ABISHEKHOSPITAL2022@GMAIL.COM,,,,,,,,,,,,,,
Abm Multispeciality Hospital,"05, Motia Talab Road",Madhya Pradesh,Bhopal,462001,7552548008,ABMHOSTPA19@GMAIL.COM,,,,,,,,,,,,,,
Abs Hospital Multi Speciality,No. 161 B/5 Siyasakthi Nagar,Tamil Nadu,Karur,604203,4324-255300 / 255301,abshospital@gmail.com,,,,,,,,,,,,,,
Abv Multispeciality Hospital,"Sy No. 231/A, Opp Vidyuth Nagar Colony,",Telangana,RangaReddy,509216,8964059999,ABVHOSPITALS.BILLING@GMAIL.COM,,,,,,,,,,,,,,
Acchutha Eye Care,"H3, Evn Road, Periyar Nagar, Surampatti Naal Road, Erode",Tamil Nadu,Erode,638009,9843666632,INSURANCEAEC@GMAIL.COM,,,,,,,,,,,,,,
Accident And Fracture Clinic,"Kasturba Road, Behind Civil Hospital, Hospital Ward, Chandrapur",Maharashtra,Chandrapur,442402,07172 - 254151 / 255151 / 09823111451,ajayduddalwar@gmail.com,,,,,,,,,,,,,,
Accident And Fracture Hospital,Opp. Alembic Nayar,Gujarat,Vadodara,390016,0265 - 2281616,pankaj3760@gmail.com,,,,,,,,,,,,,,
Accord Hospitals Pvt Ltd,Mundra Road,Gujarat,Bhuj,370001,02832 - 230033 / 231033,INSURANCE@ACCORDHOSPITAL.COM,,,,,,,,,,,,,,
Accord Superspeciality Hospital,"Sector 86,",Haryana,Faridabad,121002,8595903099,TPA@ACCORDHOSPITALS.CO.IN,,,,,,,,,,,,,,
Accura Eye Care ( A Unit Of A &Amp, S Healthcare),"S-347, 1St Floor, Panchsheel Park, New Delhi",Delhi,New Delhi,110017,9811440338,ACCURAEYECARE@GMAIL.COM,,,,,,,,,,,,,
Ace Heart And Vascular Institute,"Sec 69 , Mohali, Near Shivalik Hospital, Mohali",Punjab,Mohali,160062,0172 - 5058888 / 5058899,aceheartinstitute@gmail.com,,,,,,,,,,,,,,
Ace Hospital,S No. 32/2a  Erandwane  Behind Mehendale Garage   Pune-411004,Maharashtra,Pune,411004,8600137773,acehospitalpune@gmail.com,,,,,,,,,,,,,,
Ace Multispeciality Hospital,Nh 1 M Block Bptp Parkland Sec 83 Faridabad,Haryana,Faridabad,121002,9999496202,ACE123HOSPITAL.MULTISPECIALITY@GMAIL.COM,,,,,,,,,,,,,,
Acharya Nursing Home,"88/89, Shree Jay Ambe Co-Op Soc., Opp. Gorwa Work Shop, Subhanpura",Gujarat,Vadodara,390023,6352023617,dracharya.anh@gmail.com,,,,,,,,,,,,,,
Acharya Shri Chander College Of Medical Sciences And Hospitals,"Nh-By Pass (P.O. Majeen) Sidhra, Jammu",Jammu Kashmir,Jammu,180017,9906091981,ascoms.liaison@yahoo.in,,,,,,,,,,,,,,
Acharya Vinoba Bhave Rural Hospital,"Paloti Road, Sawangi Meghe, Wardha Maharashtra",Maharashtra,Wardha,442001,7152287701,AHMINDRAJAIN@HOTMAIL.COM,,,,,,,,,,,,,,
Acharyashri Nanesh Hospital,"Plot No.34 To 37, Sector-8a, Jain Mandir Lane, Artist Village, Cbd Belapur",Maharashtra,Navi mumbai,400614,8097080869,naneshhospital@gmail.com,,,,,,,,,,,,,,
Aci Cumballa Hill Hospital,"93/95, ",Maharashtra,Mumbai,400036,9232141548,TPACHH@ACIHOSPITALS.COM,,,,,,,,,,,,,,
Acme Hospital,"3Rd & 4Th Floor, Signature Bussiness Park, Postal Colony",Maharashtra,Mumbai,400071,69770001,TPA@ACMEHEALTHCENTRE.COM,,,,,,,,,,,,,,
Action Cancer Hospital,"Fc-34, A-4, Paschim Vihar",Delhi,New Delhi,110063,5645432171,PANEL@ACTIONCANCERHOSPITAL.COM,,,,,,,,,,,,,,
Acuravision Clinics,"ROOP NETRALAYA, OPP. N.A.S COLLEGE",Uttar Pradesh,Meerut,250001,2648870,INFO.ACURAVISION@GMAIL.COM,,,,,,,,,,,,,,
Acuvision Eye Centre,"PLOT NO 3 A, FIRST FLOOR, POCKET B , NEAR GIRI PUBLIC SCHOOL, MAHARAJA AGRSEN MARG, SARITA VIHAR",Delhi,Delhi,110076,41010506,INFOACUVISIONEYECENTRE@GMAIL.COM,,,,,,,,,,,,,,
Adambakkam Sudar Hospitals,"No 3, Medavakkam Mian Road",Tamil Nadu,Chennai,600088,22601858,adamshinsurance@gmail.com,,,,,,,,,,,,,,
Adani Hospitals Mundra Pvt Ltd,"Old Port Road, Nr Samindra Township, Mundra Sez",Gujarat,Mundra,370421,2838-619555,corpdesk@adanihospitals.com,,,,,,,,,,,,,,
